time,wx,wy,wz
0.42615413665771484,0.49,-0.31,0.3
0.4364199638366699,0.55,-0.33,0.44
0.4457530975341797,0.64,-0.3,0.53
0.4563479423522949,0.68,-0.2,0.52
0.4658699035644531,0.66,-0.07,0.46
0.47585511207580566,0.59,-0.01,0.44
0.48595499992370605,0.53,-0.04,0.51
0.49593019485473633,0.5,-0.18,0.68
0.5058751106262207,0.51,-0.36,0.85
0.5157589912414551,0.53,-0.55,0.93
0.5252461433410645,0.53,-0.86,0.91
0.5354340076446533,0.47,-1.44,0.87
0.5452880859375,0.35,-2.24,0.83
0.5554189682006836,0.22,-2.87,1.01
0.565579891204834,0.09,-2.92,1.42
0.5750241279602051,0.05,-2.92,1.82
0.585050106048584,0.03,-3.15,2.03
0.5949292182922363,-0.04,-3.11,2.04
0.6051349639892578,-0.05,-2.46,1.93
0.615211009979248,-0.02,-1.62,1.77
0.6248159408569336,0.05,-0.83,1.62
0.6351480484008789,0.09,-0.63,1.54
0.6450140476226807,0.01,-0.76,1.49
0.6546480655670166,-0.08,-0.88,1.44
0.6646208763122559,-0.16,-0.81,1.35
0.6743381023406982,-0.26,-0.66,1.25
0.6845431327819824,-0.39,-0.37,1.17
0.6941499710083008,-0.55,-0.16,1.11
0.704160213470459,-0.68,-0.05,1.1
0.7141032218933105,-0.78,-0.09,1.15
0.7247939109802246,-0.81,-0.25,1.18
0.7344880104064941,-0.82,-0.52,1.16
0.7439179420471191,-0.8,-0.77,1.11
0.7540559768676758,-0.76,-0.94,1.1
0.7641239166259766,-0.7,-1.03,1.12
0.7736520767211914,-0.71,-1.11,1.17
0.7835550308227539,-0.74,-1.21,1.26
0.7936081886291504,-0.74,-1.37,1.39
0.8041090965270996,-0.69,-1.58,1.57
0.8133349418640137,-0.55,-1.73,1.82
0.8234009742736816,-0.41,-1.69,1.97
0.8335971832275391,-0.36,-1.51,1.96
0.8433260917663574,-0.41,-1.23,1.88
0.8534951210021973,-0.5,-0.92,1.8
0.8633060455322266,-0.59,-0.62,1.79
0.872772216796875,-0.64,-0.42,1.84
0.8861360549926758,-0.66,-0.3,1.96
0.8927760124206543,-0.69,-0.22,2.11
0.9027791023254395,-0.73,-0.17,2.26
0.9130039215087891,-0.76,-0.14,2.34
0.9232001304626465,-0.75,-0.21,2.33
0.9326150417327881,-0.66,-0.49,2.24
0.9423751831054688,-0.6,-0.97,2.11
0.9524359703063965,-0.54,-1.56,2.02
0.9625980854034424,-0.44,-2.1,2.01
0.9723300933837891,-0.3,-2.49,2.06
0.982572078704834,-0.17,-2.62,2.14
0.9919719696044922,-0.13,-2.46,2.19
1.0026469230651855,-0.18,-2.16,2.2
1.0119318962097168,-0.29,-1.85,2.19
1.0223701000213623,-0.4,-1.59,2.21
1.0322840213775635,-0.43,-1.36,2.3
1.0416951179504395,-0.38,-1.1,2.39
1.051487922668457,-0.28,-0.82,2.44
1.0614919662475586,-0.15,-0.59,2.43
1.0714190006256104,0.04,-0.43,2.38
1.0812370777130127,0.27,-0.4,2.28
1.0911731719970703,0.54,-0.42,2.18
1.101304054260254,0.75,-0.41,2.12
1.1110849380493164,0.81,-0.36,2.13
1.121161937713623,0.79,-0.26,2.11
1.1309950351715088,0.72,-0.18,2.02
1.1409659385681152,0.63,-0.15,1.96
1.1505210399627686,0.5,-0.24,1.89
1.1607580184936523,0.45,-0.29,1.77
1.1705820560455322,0.41,-0.4,1.64
1.1832740306854248,0.37,-0.51,1.53
1.1905460357666016,0.33,-0.53,1.44
1.2009201049804688,0.29,-0.5,1.42
1.2102510929107666,0.26,-0.5,1.47
1.2201781272888184,0.25,-0.6,1.53
1.230356216430664,0.27,-0.7,1.54
1.2400522232055664,0.3,-0.77,1.55
1.249695062637329,0.3,-0.77,1.54
1.260509967803955,0.26,-0.71,1.51
1.2700929641723633,0.17,-0.65,1.49
1.279944896697998,0.11,-0.6,1.52
1.2899820804595947,0.13,-0.64,1.57
1.2996439933776855,0.18,-0.77,1.63
1.309581995010376,0.26,-0.88,1.69
1.3198041915893555,0.36,-0.88,1.75
1.3298869132995605,0.42,-0.82,1.8
1.3395490646362305,0.45,-0.71,1.85
1.3491880893707275,0.45,-0.66,1.88
1.3592500686645508,0.39,-0.76,1.88
1.3697361946105957,0.33,-0.88,1.87
1.3793370723724365,0.24,-1.0,1.87
1.3888912200927734,0.1,-1.14,1.92
1.3992750644683838,-0.1,-1.29,1.96
1.4088990688323975,-0.29,-1.37,1.88
1.419297218322754,-0.53,-1.37,1.85
1.4289000034332275,-0.86,-1.42,1.88
1.4386711120605469,-1.12,-1.4,1.92
1.4486360549926758,-1.3,-1.34,2.0
1.4584810733795166,-1.42,-1.3,2.15
1.468487024307251,-1.45,-1.32,2.35
1.478322982788086,-1.36,-1.58,2.58
1.4882230758666992,-0.77,-2.56,2.74
1.4998841285705566,-0.88,-2.4,3.07
1.508592128753662,-1.0,-1.85,2.97
1.5181241035461426,-1.03,-1.2,2.81
1.527994155883789,-1.0,-0.46,2.56
1.5383272171020508,-0.96,0.09,2.36
1.5479650497436523,-0.96,0.46,2.26
1.5576891899108887,-1.06,0.74,2.2
1.5676488876342773,-1.14,1.08,2.16
1.5775699615478516,-1.24,1.39,2.23
1.5874450206756592,-1.45,1.63,2.37
1.5976262092590332,-2.01,1.63,2.35
1.6075282096862793,-2.23,1.6,2.26
1.6174931526184082,-2.39,1.37,2.13
1.627082109451294,-1.63,-0.27,2.1
1.6373882293701172,-1.07,-0.89,1.91
1.6470999717712402,-1.11,-1.12,1.68
1.6569390296936035,-1.28,-1.22,1.62
1.6673240661621094,-1.42,-0.99,1.66
1.6770339012145996,-1.6,-0.62,1.65
1.6894659996032715,-1.74,-0.17,1.55
1.7006070613861084,-1.9,-0.16,1.33
1.7066080570220947,-1.98,-0.51,1.07
1.7170281410217285,-1.89,-0.84,0.79
1.7266271114349365,-1.85,-1.11,0.53
1.7364730834960938,-1.95,-1.33,0.16
1.7464160919189453,-1.89,-0.69,-0.06
1.7561900615692139,-1.85,0.31,-0.19
1.7661051750183105,-2.13,1.28,-0.32
1.7761070728302002,-2.09,1.56,-0.72
1.7861242294311523,-1.91,1.39,-0.84
1.7961061000823975,-1.74,0.93,-0.7
1.805868148803711,-1.91,0.15,-0.5
1.8162379264831543,-2.32,-0.54,-0.33
1.8257908821105957,-2.41,-1.38,-0.19
1.835763931274414,-2.03,-2.98,0.09
1.8457589149475098,-1.65,-4.8,0.46
1.8555560111999512,-1.16,-5.8,0.81
1.8657631874084473,-0.48,-5.64,1.05
1.8754150867462158,0.18,-5.38,1.17
1.8861610889434814,0.79,-5.69,1.25
1.8951730728149414,1.37,-6.31,1.28
1.9055991172790527,1.79,-7.15,1.28
1.9150950908660889,2.46,-7.23,2.05
1.9250850677490234,2.82,-6.49,4.73
1.9353680610656738,2.7,-4.99,6.62
1.9453210830688477,2.69,-3.63,6.11
1.955038070678711,2.38,-2.83,4.73
1.9647490978240967,2.02,-1.96,3.53
1.9750220775604248,1.68,-0.91,2.32
1.987691879272461,1.3,0.1,0.59
1.994314193725586,0.79,0.64,-1.15
2.0048670768737793,0.41,0.92,-1.54
2.014538049697876,0.18,0.91,-0.86
2.0241219997406006,-0.03,0.48,-0.14
2.0343708992004395,-0.18,-0.09,0.2
2.0440640449523926,-0.3,-0.52,0.33
2.0541229248046875,-0.4,-0.73,0.4
2.0638952255249023,-0.5,-0.75,0.43
2.073784112930298,-0.6,-0.63,0.42
2.0838370323181152,-0.69,-0.44,0.36
2.093672037124634,-0.75,-0.22,0.26
2.1038131713867188,-0.8,-0.0,0.17
2.1138229370117188,-0.8,0.17,0.08
2.123688220977783,-0.77,0.27,0.05
2.133409023284912,-0.71,0.26,0.06
2.143346071243286,-0.61,0.18,0.07
2.153569221496582,-0.49,0.1,0.06
2.163158893585205,-0.41,0.1,0.02
2.173227071762085,-0.25,-0.03,-0.01
2.18304705619812,-0.05,-0.26,0.01
2.1928980350494385,0.09,-0.37,0.03
2.2029199600219727,0.14,-0.3,0.02
2.2127819061279297,0.14,-0.23,0.01
2.2225499153137207,0.11,-0.21,0.01
2.232729911804199,0.08,-0.23,0.01
2.24247407913208,0.05,-0.25,0.01
2.2527740001678467,0.01,-0.27,0.01
2.2621819972991943,-0.03,-0.29,0.01
2.2722392082214355,-0.05,-0.32,0.01
2.282684087753296,-0.06,-0.36,0.02
2.291987895965576,-0.06,-0.37,0.02
2.3026111125946045,-0.07,-0.36,0.02
2.312298059463501,-0.06,-0.35,0.02
2.321927070617676,-0.07,-0.33,0.02
2.331968069076538,-0.07,-0.3,0.02
2.3418500423431396,-0.08,-0.28,0.02
2.3520350456237793,-0.09,-0.26,0.02
2.361538887023926,-0.09,-0.25,0.01
2.3714089393615723,-0.09,-0.26,0.01
2.381239891052246,-0.09,-0.26,0.01
2.391386032104492,-0.08,-0.26,0.01
2.4016380310058594,-0.08,-0.25,0.01
2.4116580486297607,-0.07,-0.25,0.01
2.4211249351501465,-0.07,-0.24,0.01
2.4308981895446777,-0.07,-0.24,0.01
2.441361904144287,-0.08,-0.23,0.0
2.4508841037750244,-0.08,-0.23,0.0
2.4609289169311523,-0.07,-0.25,-0.0
2.4708728790283203,-0.07,-0.26,-0.0
2.4807240962982178,-0.07,-0.27,-0.01
2.4947471618652344,-0.06,-0.28,-0.02
2.5010671615600586,-0.05,-0.29,-0.03
2.510526180267334,-0.04,-0.29,-0.03
2.520256996154785,-0.04,-0.29,-0.04
2.530379056930542,-0.03,-0.28,-0.03
2.53995418548584,-0.04,-0.27,-0.04
2.5501630306243896,-0.04,-0.27,-0.04
2.560129165649414,-0.05,-0.27,-0.03
2.570125102996826,-0.05,-0.29,-0.03
2.580294132232666,-0.06,-0.3,-0.03
2.5900139808654785,-0.06,-0.31,-0.02
2.6001648902893066,-0.08,-0.32,-0.01
2.609787940979004,-0.1,-0.34,0.0
2.619781970977783,-0.12,-0.38,0.01
2.629685878753662,-0.16,-0.41,0.02
2.6394810676574707,-0.2,-0.45,0.04
2.649487018585205,-0.26,-0.5,0.05
2.659290075302124,-0.32,-0.58,0.07
2.669374942779541,-0.39,-0.66,0.09
2.6792421340942383,-0.47,-0.74,0.12
2.6892309188842773,-0.54,-0.81,0.14
2.6995010375976562,-0.62,-0.87,0.15
2.708836078643799,-0.71,-0.92,0.14
2.7194252014160156,-0.79,-0.92,0.12
2.7292160987854004,-0.9,-0.89,0.13
2.7391719818115234,-1.01,-0.9,0.14
2.7488889694213867,-1.09,-0.92,0.17
2.758632183074951,-1.14,-0.96,0.2
2.7688989639282227,-1.17,-0.99,0.21
2.7786002159118652,-1.19,-0.98,0.22
2.7887139320373535,-1.21,-0.91,0.24
2.7983431816101074,-1.25,-0.85,0.25
2.80902099609375,-1.29,-0.88,0.28
2.8182730674743652,-1.37,-0.99,0.32
2.8281211853027344,-1.5,-1.12,0.36
2.8384060859680176,-1.62,-1.2,0.41
2.848534107208252,-1.66,-1.2,0.46
2.857956886291504,-1.6,-1.15,0.48
2.8683249950408936,-1.52,-1.05,0.48
2.878058910369873,-1.48,-0.91,0.49
2.8876709938049316,-1.44,-0.76,0.52
2.897905111312866,-1.4,-0.61,0.55
2.908090114593506,-1.35,-0.46,0.57
2.9172348976135254,-1.31,-0.35,0.59
2.927408218383789,-1.29,-0.3,0.62
2.9371190071105957,-1.29,-0.28,0.62
2.9475221633911133,-1.28,-0.29,0.6
2.9574880599975586,-1.25,-0.35,0.57
2.967176914215088,-1.22,-0.39,0.51
2.976947069168091,-1.17,-0.37,0.45
2.9874320030212402,-1.09,-0.28,0.38
2.9968080520629883,-1.0,-0.17,0.32
3.006722927093506,-0.91,-0.12,0.26
3.016676902770996,-0.8,-0.08,0.2
3.0269908905029297,-0.68,-0.04,0.14
3.0366899967193604,-0.54,0.02,0.08
3.046483039855957,-0.42,0.09,0.02
3.056797981262207,-0.35,0.15,-0.04
3.066598892211914,-0.33,0.15,-0.07
3.076059103012085,-0.36,0.14,-0.13
3.0863590240478516,-0.4,0.15,-0.2
3.0965099334716797,-0.46,0.09,-0.26
3.1061360836029053,-0.52,0.03,-0.29
3.1159939765930176,-0.56,-0.02,-0.28
3.125938892364502,-0.54,-0.08,-0.27
3.136369228363037,-0.51,-0.22,-0.23
3.145799160003662,-0.48,-0.3,-0.21
3.1556971073150635,-0.47,-0.27,-0.2
3.1656808853149414,-0.48,-0.19,-0.18
3.1754510402679443,-0.5,-0.11,-0.17
3.1855061054229736,-0.52,-0.05,-0.1
3.1957921981811523,-0.53,-0.02,-0.06
3.2053918838500977,-0.54,0.04,-0.0
3.214879035949707,-0.53,0.04,0.03
3.2250819206237793,-0.5,-0.01,0.07
3.2352490425109863,-0.48,-0.09,0.08
3.245048999786377,-0.43,-0.21,0.08
3.2549500465393066,-0.41,-0.34,0.05
3.2651801109313965,-0.53,-0.5,0.05
3.2748498916625977,-0.89,-0.63,0.19
3.284910202026367,-1.48,-0.89,0.45
3.298887014389038,-1.97,-1.16,0.78
3.3045201301574707,-2.03,-1.42,0.89
3.3141751289367676,-1.63,-1.27,0.89
3.3248701095581055,-0.92,-1.12,0.81
3.334949016571045,-0.07,-1.47,0.49
3.3442800045013428,0.55,-0.9,-0.05
3.354158878326416,0.93,0.91,-0.53
3.36401104927063,1.6,2.92,-0.64
3.373861074447632,2.45,4.25,-0.49
3.383970022201538,2.59,3.96,-0.05
3.393914222717285,1.55,1.68,0.45
3.403757095336914,0.03,-1.01,0.66
3.413712978363037,-0.76,-1.42,0.35
3.423675060272217,-0.37,0.51,-0.19
3.434123992919922,0.89,2.9,-0.67
3.451910972595215,2.01,3.53,-0.9
3.455785036087036,2.75,2.84,-0.89
3.4637410640716553,3.03,2.08,-0.9
3.4732000827789307,2.92,1.57,-0.96
3.483159065246582,2.66,1.1,-1.03
3.4929540157318115,2.45,0.77,-1.1
3.5029211044311523,2.38,0.65,-1.16
3.512723922729492,2.45,0.67,-1.23
3.523314952850342,2.59,0.78,-1.29
3.533018112182617,2.75,0.92,-1.35
3.5429069995880127,2.88,1.05,-1.38
3.552783966064453,2.96,1.2,-1.41
3.5627810955047607,3.03,1.32,-1.42
3.572411060333252,3.09,1.35,-1.44
3.5827579498291016,3.08,1.27,-1.4
3.592302083969116,3.02,1.18,-1.33
3.602336883544922,2.9,1.12,-1.16
3.6125340461730957,2.76,1.11,-0.99
3.6222119331359863,2.6,1.2,-0.88
3.6323719024658203,2.53,1.18,-0.82
3.6422250270843506,2.43,1.08,-0.75
3.651566982269287,2.22,1.09,-0.66
3.66233491897583,1.91,1.08,-0.51
3.6718602180480957,1.57,1.04,-0.35
3.681849956512451,1.29,1.14,-0.21
3.691448211669922,1.24,1.47,-0.06
3.7015562057495117,1.55,2.04,0.02
3.711358070373535,2.02,2.85,0.02
3.721827983856201,2.48,3.65,-0.02
3.7316651344299316,2.68,4.02,-0.02
3.7412052154541016,2.46,3.69,0.0
3.7510390281677246,1.72,2.73,0.01
3.7614998817443848,0.8,1.66,0.07
3.7711129188537598,0.13,1.01,0.18
3.7809739112854004,-0.18,0.7,0.17
3.790842056274414,-0.25,0.39,0.06
3.800652027130127,-0.17,-0.09,0.02
3.815256118774414,0.1,-0.52,-0.02
3.820604085922241,0.5,-0.6,-0.02
3.8308911323547363,0.81,-0.24,0.02
3.840562105178833,0.77,0.29,0.09
3.8504981994628906,0.36,0.68,0.14
3.8609209060668945,-0.22,0.79,0.1
3.870387077331543,-0.85,0.58,-0.01
3.880143165588379,-1.4,0.33,-0.13
3.890085220336914,-1.83,0.24,-0.29
3.90002703666687,-2.15,0.33,-0.46
3.909862995147705,-2.33,0.37,-0.53
3.9198570251464844,-2.48,0.0,-0.49
3.9299800395965576,-2.63,-0.58,-0.36
3.9400200843811035,-2.66,-0.86,-0.16
3.949553966522217,-2.64,-0.9,0.04
3.959496021270752,-2.63,-0.9,0.14
3.9694771766662598,-2.62,-1.03,0.24
3.979903221130371,-2.67,-1.29,0.47
3.9893810749053955,-2.78,-1.59,0.83
3.99924898147583,-2.93,-1.98,1.28
4.015275001525879,-3.12,-2.5,1.65
4.018906116485596,-3.32,-3.07,1.7
4.02899694442749,-3.46,-3.49,1.46
4.03941011428833,-3.5,-3.65,1.24
4.049238204956055,-3.55,-3.72,1.08
4.058881998062134,-3.69,-3.7,1.0
4.068588018417358,-3.9,-3.48,0.89
4.078598976135254,-4.06,-3.01,0.71
4.088937044143677,-4.15,-2.35,0.5
4.101595878601074,-4.1,-1.66,0.28
4.108242034912109,-3.85,-1.36,0.12
4.118430137634277,-3.48,-1.49,0.02
4.128161907196045,-3.01,-1.97,-0.05
4.138145923614502,-2.52,-2.47,-0.07
4.148000001907349,-2.08,-2.7,-0.09
4.158497095108032,-1.69,-2.61,-0.12
4.167774200439453,-1.35,-2.31,-0.15
4.1784141063690186,-1.03,-1.83,-0.19
4.187903881072998,-0.66,-1.26,-0.25
4.197957992553711,-0.25,-0.71,-0.39
4.207626104354858,0.14,-0.24,-0.62
4.217736005783081,0.52,0.14,-0.9
4.227489948272705,0.84,0.45,-1.15
4.237452983856201,1.07,0.67,-1.39
4.247335910797119,1.1,0.99,-1.64
4.257940053939819,0.96,1.34,-1.85
4.267664909362793,0.64,1.58,-1.95
4.2775092124938965,0.12,1.67,-1.85
4.286888122558594,-0.72,1.14,-1.39
4.297275066375732,-1.55,-0.57,-0.63
4.306817054748535,-1.31,-1.76,-0.09
4.316789150238037,-0.95,-1.69,0.26
4.327041149139404,-0.86,-1.41,0.64
4.338108062744141,-0.79,-1.26,0.77
4.34647798538208,-0.88,-1.15,0.64
4.356293201446533,-1.02,-0.97,0.4
4.366326093673706,-1.21,-1.2,0.35
4.376490116119385,-1.82,-1.99,0.73
4.386620044708252,-2.54,-2.85,1.15
4.396395206451416,-2.63,-2.39,1.33
4.406105041503906,-1.91,0.1,1.29
4.416264057159424,-0.37,0.51,1.11
4.426042079925537,1.35,0.43,0.56
4.43633508682251,1.77,1.38,0.17
4.446124076843262,2.2,2.55,-0.03
4.455972194671631,2.63,3.22,-0.14
4.465724945068359,2.19,2.59,-0.17
4.4760050773620605,1.21,0.77,-0.31
4.485814094543457,0.46,-0.72,-0.63
4.495408058166504,0.87,0.23,-0.93
4.505312919616699,1.97,2.12,-1.06
4.515793085098267,2.99,3.06,-1.13
4.525147914886475,3.65,2.88,-1.23
4.535858154296875,3.9,2.15,-1.33
4.545083999633789,3.77,1.27,-1.31
4.55499792098999,3.4,0.59,-1.26
4.565346002578735,3.09,0.41,-1.26
4.575064182281494,2.94,0.68,-1.28
4.584883213043213,2.89,1.08,-1.32
4.5951550006866455,2.88,1.41,-1.27
4.604510068893433,2.91,1.53,-1.23
4.614837169647217,2.9,1.6,-1.12
4.6244659423828125,2.87,1.71,-0.99
4.634397983551025,2.86,1.9,-0.89
4.644021034240723,2.86,2.08,-0.85
4.654741048812866,2.8,2.24,-0.83
4.664470195770264,2.69,2.41,-0.78
4.674148082733154,2.61,2.77,-0.7
4.6841301918029785,2.78,3.2,-0.62
4.69414210319519,3.24,3.85,-0.5
4.703873157501221,3.79,4.74,-0.29
4.714003086090088,4.13,5.06,0.02
4.7240149974823,3.94,4.61,0.31
4.733623027801514,3.01,3.18,0.49
4.743989944458008,1.57,1.11,0.71
4.753684997558594,0.28,-0.26,0.85
4.763934135437012,-0.46,-0.52,0.88
4.773856163024902,-0.69,-0.03,0.63
4.783448219299316,-0.57,1.03,0.17
4.793699026107788,-0.25,2.14,-0.21
4.803089141845703,0.17,2.33,-0.28
4.813075065612793,0.74,1.56,-0.14
4.822862148284912,1.33,0.76,0.08
4.832999229431152,1.57,0.47,0.14
4.842726230621338,1.12,0.33,0.01
4.852821111679077,0.12,0.08,-0.1
4.862682104110718,-0.92,-0.32,0.04
4.872650146484375,-1.53,-0.61,0.31
4.882655143737793,-1.66,-0.38,0.34
4.892548084259033,-1.71,-0.0,0.09
4.9033730030059814,-1.96,0.17,-0.22
4.912600994110107,-2.53,0.01,-0.32
4.9223761558532715,-3.1,-0.38,-0.17
4.932194232940674,-3.19,-0.65,-0.08
4.9421281814575195,-2.86,-0.61,-0.16
4.952258110046387,-2.47,-0.53,-0.21
4.961878061294556,-2.28,-0.69,-0.08
4.971907138824463,-2.37,-1.07,0.17
4.981847047805786,-2.59,-1.39,0.42
4.991669178009033,-2.83,-1.51,0.64
5.001996994018555,-3.02,-1.53,0.94
5.011519908905029,-3.18,-1.57,1.32
5.021399021148682,-3.3,-1.73,1.6
5.031454086303711,-3.36,-1.88,1.73
5.0411481857299805,-3.31,-1.98,1.62
5.051506996154785,-3.21,-2.16,1.34
5.061048984527588,-3.12,-2.58,1.09
5.071227073669434,-3.11,-3.29,0.75
5.081347942352295,-3.4,-3.46,0.49
5.090903043746948,-3.91,-2.89,0.28
5.101284027099609,-4.29,-2.08,0.11
5.110757112503052,-4.4,-1.58,-0.02
5.121048927307129,-4.22,-1.66,-0.13
5.13074803352356,-3.83,-2.1,-0.18
5.140944004058838,-3.32,-2.65,-0.2
5.150842189788818,-2.72,-3.0,-0.14
5.160397052764893,-2.06,-2.97,-0.11
5.170331001281738,-1.44,-2.63,-0.07
5.180222034454346,-0.86,-2.17,-0.06
5.190129041671753,-0.35,-1.62,-0.14
5.200114011764526,0.14,-1.18,-0.36
5.210064888000488,0.58,-0.87,-0.67
5.219938039779663,0.95,-0.62,-1.01
5.2301130294799805,1.19,-0.37,-1.37
5.239602088928223,1.31,-0.04,-1.7
5.249742031097412,1.35,0.37,-1.93
5.260055065155029,1.31,0.93,-2.06
5.269982099533081,1.13,1.49,-2.07
5.2791290283203125,0.73,1.48,-1.83
5.2892560958862305,-0.44,-0.15,-1.06
5.299055099487305,-1.11,-1.63,-0.09
5.309399127960205,-0.75,-1.11,0.4
5.319493055343628,-0.86,-0.28,0.79
5.329286098480225,-1.13,-0.17,0.98
5.338748931884766,-1.13,-0.68,0.88
5.349301099777222,-1.04,-1.02,0.66
5.358875036239624,-1.17,-1.24,0.54
5.369027137756348,-1.06,-1.96,0.72
5.3787360191345215,-0.99,-2.99,0.89
5.389156103134155,-1.41,-3.67,0.74
5.398706912994385,-1.4,-1.1,0.4
5.408358097076416,-0.12,3.14,-0.22
5.418487071990967,1.23,4.06,-0.29
5.428793907165527,0.9,2.17,1.03
5.438622951507568,-0.46,-0.54,1.77
5.448184013366699,-0.26,-1.29,0.75
5.458086967468262,1.88,1.66,-0.31
5.468049049377441,3.05,3.44,-0.78
5.477705955505371,2.92,3.45,-0.78
5.487843990325928,1.8,1.62,-0.87
5.497978210449219,1.1,0.09,-1.13
5.507960081100464,1.44,0.3,-1.25
5.518143177032471,2.29,1.0,-1.24
5.527566909790039,3.06,1.25,-1.18
5.53761100769043,3.57,1.21,-1.27
5.547698974609375,3.86,1.1,-1.43
5.557240962982178,3.96,0.97,-1.51
5.567467212677002,3.85,1.01,-1.38
5.577622890472412,3.63,1.31,-1.22
5.5879130363464355,3.47,1.71,-1.19
5.597316026687622,3.39,2.01,-1.21
5.606851100921631,3.28,2.15,-1.12
5.616841077804565,3.08,2.19,-0.99
5.627329111099243,2.8,2.23,-0.83
5.636773109436035,2.62,2.15,-0.74
5.6472392082214355,2.5,2.2,-0.81
5.656586170196533,2.44,2.36,-0.89
5.6666810512542725,2.29,2.69,-0.86
5.676517009735107,2.35,2.96,-0.68
5.686337947845459,2.74,3.42,-0.47
5.6968278884887695,3.32,3.99,-0.28
5.710015058517456,3.76,4.23,-0.08
5.716046094894409,3.73,3.9,0.15
5.729619026184082,3.11,2.97,0.37
5.736030101776123,2.0,1.59,0.64
5.746179103851318,0.78,0.41,0.85
5.755885124206543,-0.18,-0.07,0.88
5.7657270431518555,-0.66,0.01,0.72
5.7760961055755615,-0.61,0.6,0.33
5.785895109176636,-0.26,1.55,-0.17
5.796072006225586,0.27,2.11,-0.49
5.8062310218811035,0.86,1.81,-0.57
5.815284013748169,1.38,1.12,-0.44
5.825372219085693,1.56,0.63,-0.18
5.835153102874756,1.22,0.42,0.02
5.845200061798096,0.33,0.23,0.14
5.8550050258636475,-0.8,-0.04,0.3
5.865490913391113,-1.63,-0.25,0.45
5.875216960906982,-1.91,-0.13,0.43
5.885044097900391,-1.9,0.21,0.14
5.894791126251221,-1.95,0.42,-0.15
5.905153036117554,-2.29,0.41,-0.26
5.915343999862671,-2.89,0.04,-0.13
5.924978017807007,-3.21,-0.4,0.02
5.93443489074707,-2.98,-0.16,-0.19
5.944580078125,-2.58,0.23,-0.43
5.954718112945557,-2.4,0.14,-0.44
5.964844226837158,-2.54,-0.46,-0.22
5.9741082191467285,-2.84,-1.1,0.1
5.9844911098480225,-3.11,-1.51,0.48
5.994040012359619,-3.26,-1.71,0.91
6.003909111022949,-3.35,-1.87,1.31
6.01389217376709,-3.39,-2.02,1.56
6.023868083953857,-3.35,-2.18,1.57
6.034250020980835,-3.24,-2.29,1.41
6.043622970581055,-2.99,-2.61,1.09
6.053947925567627,-2.72,-3.38,0.66
6.063894033432007,-2.77,-3.99,0.41
6.073304176330566,-3.31,-3.68,0.21
6.083229064941406,-3.9,-2.84,0.02
6.093131065368652,-4.26,-2.01,-0.14
6.103118896484375,-4.25,-1.64,-0.24
6.112932205200195,-3.96,-1.83,-0.28
6.1230149269104,-3.49,-2.36,-0.3
6.1335999965667725,-2.96,-2.86,-0.3
6.143013954162598,-2.39,-3.08,-0.27
6.152667999267578,-1.83,-3.07,-0.2
6.163243055343628,-1.28,-2.93,-0.11
6.172673225402832,-0.79,-2.58,-0.04
6.1832380294799805,-0.4,-2.08,-0.11
6.1927900314331055,-0.03,-1.61,-0.34
6.2025251388549805,0.35,-1.19,-0.66
6.212260007858276,0.7,-0.83,-1.02
6.222198009490967,0.97,-0.44,-1.36
6.2323150634765625,1.18,0.03,-1.67
6.242089033126831,1.35,0.55,-1.91
